Unnamed: 0,Comment
488,vient foutre a tele attal etoile alors tout vus e
489,comme macron sait tout devrait taire laisser souffler
490,mangez ex creme ent
491,quel dieu?
493,catastrophe peuples relevent tete personnage repugnant part part
494,dire genre doiseau mauvsise augure a vecu blabla durant plus ans! comment fait jamais rien dire faire ecouter quandmeme?
495,attali devin comme bizarre si ca comploteur alors porte parole vrai comploteur lombre
497,fois mort ca ira mieux a fait assez mal
498,jacques attali dirait savez tout suggerez tuer vieux des quils plus prodictifs oubliez dieu disrael lauteur vie cest seigneur christ jesus fils dieu vivant ne bienheureuse vierge maman marie seigneur fasse misericorde
500,lol
501,cest quand meme a largement contribue a situation mortifere france actuelle sagirait loublier
502,realite cest tient manette gouvernement intuitions tjr bonne verrez bien marine prochaine
503,sioniste manipulateur presidents
504,marine future presidente dit juste apres lelection macron prochaine a tete femme
505,ya gens ecoutent attali? vraiment?
506,plus belle erreur faite celle covid devranche beaucoup entres !!!! ecrivons aussi nombreux temoignages !!!! faire basculer systeme mensonges !! a projets politiques faveur ia detriment lhumanite
507,dit lhomme demandait a journaliste remettre masque condescendant !!!!
508,conseiller francois mitterrand quelle reference ! voir aujourdhui ca a donne
509,debecte
510,fait bonne femme animatrice face a heros psychopathe malade
511,jai totalement confiance chanceliere palpatine !
512,ecoutez bien gens la prophetie dattali cest rn pouvoir comprenez quil feront sorte a rn elu donc tombez panneau
513,eme degre aye
514,macron meilleur possible a heure parle beau entre soi ca donne envie chialer
515,nettoyeur communication chef membre dune cabale rit impuissance
516,ferme la prophete malheur damne
517,maitre nouvel ordre mondial france mal incarne bete dirige zelites vampires bebes putride malfaisant nauseabond fange etatique destructrice agenda oblige ! disait vouloir debarrasser francais au dela ans devrait plus etre la depuis decennies
518,jadore lia reussit meme a faire emissions complete maintenant jai tout suite remarque cetait jacques attali !!!
519,macron meilleir possible a heure iu parlons jacques attalili disant sert bien interets
520,a dautres comme macron manche attali?
521,excellent enfonceur portes ouvertes vive tarte pommes oublie letre humain dirait nature humaine
522,diable
523,diable fait livre expliquer va passe plan
524,ca est ca na dure minutes quon entend deja nazis complotistes tout mouillant jamais
525,ceux dirige monde gens degout vers lhumain aimes personnes religion la religions diable
526,consciption europeenne mais quelle honte c trahison l objectif europe cetait zero guerre le contrat nest plus rempli frexit
527,lhomme a coupe parole journalistes contredisent encore moin cest fulgurant
528,faut repasser videos jaques attali appelant a guerre irak syrie apres ose parler folie hommes
529,ho papa macron a tv
530,ou estil inscrit communaute service collectif ?
531,dirait quelle interroge jesus lol
532,israel goat terroiristes
533,vu quisrael controle usa france ca finiras ds sang patte expert criminels
534,nest ecoutant incompetent bien pensence pense competent quon deviendrait meme competent sauf savoir faire preuve competence limcompetence clair ferait mieux si nest pire
536,jacatali a dit
537,ordure journalistes lamentable
539,coup cest lanticipation fait gars present sphere politique mediatique depuis ans a horizon a moins ans un genie fait partie vivants
540,etait archi malade maintenant jeune vieillit chercher l erreurs
541,predictions toujours fausses !
542,attali pourvoyeur diabolisation france !
543,attali negation predis destruction complete russie
544,ecoutez ecoutez madame irma manipule tous president reincarnation raspoutine
545,pourquoi impots payent genre fils?
546,attali israelien
547,pourquoi inviter gens francais
548,la ou completement a cote plaque cest sans energies fossiles ya zero technologie remplacer pollution petrole gaz peril minier na aucun interet
550,attali cest chef dune secte naime populistes aime sectaires !! vrai fasciste globaliste fout peuple!
551,pauvres francais! quest fait bon dieu meriter chatiment!!
552,viviane peut taire peu
553,attali lhomme declare quil fallait mourir a ans altruisme monde entier quel age atil aujourdhui ?
554,navez dautre personne a inviter? franchement !!
555,mec ninspire confiance cest impression partagee beaucoup monde
557,comment peuton encore encore ensencer tel individu ? diplomes epatent ? franchement ul hrand temps douvrir plus grand cerveau mieux entendre quil dit!!!! cet homme plaie!
558,president republique actuel cest meilleur possible no comment
559,vautour cherche juste a vendre bouquin
560,attali plus grand tocard imposteur tous temps temps quil dise moment va barrer
561,jaime bien mec trouve visionnaire tres intelligent
562,vivement tout secroule
563,cest quoi cette plaisanterie? voila homme a part responsabilite situation vivons vient dire tout va mal ca va sameliorer quelle honte!
564,vieillesse naufrage
565,mr atali aimersis attirer botre sttention suron extreme recarite tyede gauche ki emeche vibre vies
566,aime commenun ami mattalir
569,juin melenchon ! non retour lextreme droite non a haine ! partis dextreme droite contre tout principes fondent republique tombons haine dangers ! amourhaine
570,aldous huxley sors corps !
571,scientifiques proposent politiques disposent comment resister a ursula a valet micron cornaques us? tout fait contraire quon obeisse quon ferme gueule cest veut attali
572,elles ou lois haute trahison
573,annoncer ca rester rouages systeme pendant moins ans ya dieu sait les couilles or fais emmerdant a encore trouver elixir longue vie besoin travailler jusqu a fin temps
574,sans avoir lair ecrit lhistoire chacun gloire tal
575,prophete malheur faut lenfermer createur micron
576,celui a mis menottes museliere francais type naime francais quil taise
577,attali meme gars na jamais ete mesure dire faut voter
578,mort ancien nouveau monde tous morts
579,remercie cest grace a autre grande chaine promue tous cest incompetent dirigent
581,jacques attila nest plus la horscircuit cest vous journaputes lcu ressusciter grace a lintelligence artificielle deep fake cgi
582,millenariste apocalyptique messianique cest daesh !???
583,merci tout travail admiore depuis que ami hamza chiet mulhouqse ma parle grace a sais etes belk homme mashallah
584,premier individualiste president sert quune seule personne ego plus sert ego plus confiance seffrite daccord faut cap a long terme faut vision commune hors manque cruellement aujourdhui
585,pompier pyromane
586,sans doute lune personnes plus responsables passe depuis ans france europe
587,bien faute avoir creer chaos fondateur chaos
588,faudrait meme laisser parler celui la
589,catastrophe france cela connait signe alors rien nest etranges
591,loiseau malheur a siffle a loreille politiques a encore parle !
592,mince jarrive a decider concours mauvaise foi cheville gouvernement entre bernard henry levy jacques attali !
593,devrait etre mort !! cet homme preconisait deuthanasier vieux a partir ans
594,tant conseiller pouvoir m attali a grande part responsabilite
595,tiens sayanim ennuie a fait auro biographie
596,grand responsable quil prevoit heureusement quil trompe toujours
598,jai lu simplement captivant excellent
599,tout baigne lentre soi
600,comme tout monde joue prophete predis catastrophe plutot guerre mondiale peux tromper
601,comment mettre feu poudres vouloir leteindre quelle belle ame !
602,beaucoup gens detestent a tord a raison trouve quil dit nest denue dinteret contre desaccord vision mondialiste a lentendre donne sentiment tirer ficelles
603,selfie
604,mets masque stp
605,pardon prophete
606,ptdr
607,gla nozee
608,vont tous envoyer guerre esperons grand reveil europeen
609,france fait mauvaise guerre pensait theorie complot nest quun mythe
610,murs enfin attali ten supplie
611,temps quon applique theses eugenistes a largement depasse dlv
612,degage hibou deplume !
613,veritable catastrophe mme martichou a air apprecier cette catastrophe humaine! responsable monde a participe a rendre mauvais!
614,comme disait coluche si voter changer avenir ca interdit
615,bla bla journaliste ! marionnettes monsieur attali
616,attalli clique ennemi technologie
617,tout monde chie attali !
618,projet mondialiste a plomb laile!
619,achete ecoute megalo parle argent chosifie humains
620,met capuche cest palpatine
621,cest a cette ordure quon doit macron
622,twist
623,nest encore mort cette ordure ? journalistes font leche a vomir
624,roman mmmh il parle
625,france cest pib mondial monsieur representatif idiomes temps plein vacuite adieu
626,ny a derreur entre a surtout mise place systemes financiers monsieur ca ny couperez lextreme fil peutetre
627,denoncer lindividualisme proner destruction services publics profit privatisations paradoxal
628,blabla outils tiens tiens
629,ohhhh monsieur prophete
630,nostradamiste
631,jacques attarot
