,comments,predictions
303,hollywood movies future robots last 50 years comming true :),positive
304,incredible ai completely thoroughly understood quantum physics,positive
305,"one favorite things listening joe rogan, guests rarely interrupt one another. people respectful one another, people act like this, actually possible understand everyone saying!.ty joe, another fascinating show.",positive
306,"fear ai propaganda, ai disabled targeted pulse magnetic field cannot stopped anything electronic.",negative
307,amazing story. proof. i'm sick people talking bullshit without showing single shred evidence.,positive
308,"loved that: ""language shadow world"", like plato's allegory cave.",positive
309,"google lies. said,""computers lie,"" garbage goes in, then, garbage lies going come out.",negative
310,hoax. ai? scapegoat cast blame unspeakable things lower classes blame intangible made monster. like.... terrorists. fake enemies invent blame deliberate evil humanity. simple.,negative
311,"want learn ai, easiest discussion gpt 4 bard grok really interesting entities discuss with. transformers really fascinating!",positive
312,"overriding message got guys was, ""we can't allow open source private ai ownership"". anything, last thing want ai domain government massive corporations.",negative
313,"computer-driven ai ever able outwit ""healthily irrational"" mind, i.e. spontaneously adjusted person. can't happen. put formidable ai program front doug stanhope watch happens.",positive
314,never cared anything ai even beginnings. terminator warning,negative
315,new model need intelligence world running idiot stupid enuff make smarter give super powers. a.i easiest way putting evil. never human heart emotions forget that.,positive
316,"cant fix itself. cant stop us pulling plug. intelligent powerful computer program. power, ai.",positive
317,powerful must understand artificial intelligence tapped source.,positive
318,beautiful explanation transformers !!,positive
319,beautiful thing. like seeing child see world whike u learn ut well. id love able learn retain info like a.i. along one too. pretty amazing. like got universal partner strange way. almost alien entity also familiar.,positive
320,"human beings strongest, fastest agile animals. top food chain exclusively we, species, intelligent animal... lose advantage, nothing stops us leaving top becoming dominated.",positive
321,"bias comes dataset used train ai. possible cherry pick dataset introduce bias, also sabotage effectiveness ai. intentionally biased data tends lot inconsistencies it. inconsistencies lead lot nonsense output. garbage in. garbage out.",negative
322,admitting spoke language - every single one skeptics thread forced admit truth statement. stupid see eventual implications ais eventually getting control can't help you. good luck you.,negative
323,"ai can't trust people, program gets input, reads lines instructions, gives output. thing scared 1) criminals make ai ill intent, 2) someone mistakenly gives ai permission handle stuff shouldn't.",negative
324,open ai true mess. altman lied stealing info development attempted redefined a.g.i. gain. microsoft saved promising capital. mission statement failed!!,negative
325,"fascinating time ai growing, youtube keeps telling humans marriage children avoided.",positive
326,"""great omnipotent device"" coming!",positive
327,"exactly, like somebody loved humans, put everything fkcked up…",positive
328,mad-good bo patches guy's arms! must animated!,positive
329,amazing people understand deep machine learning.,positive
330,"here’s scariest thing - ai learn human behaviours complicity, strategic ignorance, denial …and learn humans don’t want know things universe, gives psychopaths power populations.",positive
